version_full,title,genre,artist,version,difficulty_short,difficulty,level,notes,kaiden_average,top_score
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,17,SPB,1,-1,-1,-1,-1
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,17,SPN,2,7,519,907,1034
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,17,SPH,3,11,1146,1924,2259
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,17,SPA,4,12,1629,2533,3216
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,17,SPL,5,-1,-1,-1,-1
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,17,SPB,1,-1,-1,-1,-1
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,17,SPN,2,7,667,1195,1331
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,17,SPH,3,10,989,1649,1931
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,17,SPA,4,12,1656,2669,3299
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,17,SPL,5,-1,-1,-1,-1
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,17,SPB,1,1,141,250,282
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,17,SPN,2,4,366,637,732
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,17,SPH,3,7,638,1196,1273
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,17,SPA,4,10,970,1694,1931
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,17,SPL,5,-1,-1,-1,-1
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,17,SPB,1,-1,-1,-1,-1
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,17,SPN,2,5,507,927,1014
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,17,SPH,3,8,836,1529,1667
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,17,SPA,4,9,1017,1911,2030
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,17,SPL,5,-1,-1,-1,-1
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,17,SPB,1,-1,-1,-1,-1
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,17,SPN,2,4,321,606,642
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,17,SPH,3,8,921,1704,1832
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,17,SPA,4,10,1254,2320,2503
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,17,SPL,5,-1,-1,-1,-1
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,17,SPB,1,-1,-1,-1,-1
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,17,SPN,2,4,331,627,662
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,17,SPH,3,7,613,1129,1225
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,17,SPA,4,10,998,1899,1994
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,17,SPL,5,-1,-1,-1,-1
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,17,SPB,1,2,198,367,396
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,17,SPN,2,7,643,1144,1280
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,17,SPH,3,9,980,1830,1960
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,17,SPA,4,11,1313,2391,2623
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,17,SPL,5,-1,-1,-1,-1
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,17,SPB,1,-1,-1,-1,-1
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,17,SPN,2,6,523,970,1035
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,17,SPH,3,8,837,1524,1657
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,17,SPA,4,10,1231,2275,2460
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,17,SPL,5,-1,-1,-1,-1
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,17,SPB,1,-1,-1,-1,-1
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,17,SPN,2,8,770,1237,1484
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,17,SPH,3,10,1004,1562,1926
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,17,SPA,4,11,1313,2130,2613
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,17,SPL,5,-1,-1,-1,-1
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,17,SPB,1,-1,-1,-1,-1
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,17,SPN,2,7,831,1547,1648
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,17,SPH,3,9,1369,2499,2719
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,17,SPA,4,11,1577,2954,3151
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,17,SPL,5,-1,-1,-1,-1
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,17,SPB,1,-1,-1,-1,-1
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,17,SPN,2,4,403,751,806
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,17,SPH,3,8,767,1403,1528
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,17,SPA,4,10,1053,1962,2105
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,17,SPL,5,-1,-1,-1,-1
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,17,SPB,1,-1,-1,-1,-1
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,17,SPN,2,5,477,845,931
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,17,SPH,3,9,1004,1812,1990
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,17,SPA,4,11,1446,2598,2883
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,17,SPL,5,-1,-1,-1,-1
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,17,SPB,1,-1,-1,-1,-1
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,17,SPN,2,4,364,677,725
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,17,SPH,3,7,728,1290,1442
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,17,SPA,4,10,1078,1927,2148
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,17,SPL,5,-1,-1,-1,-1
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,17,SPB,1,-1,-1,-1,-1
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,17,SPN,2,7,635,1166,1264
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,17,SPH,3,10,1194,2172,2356
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,17,SPA,4,12,1636,2836,3260
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,17,SPL,5,-1,-1,-1,-1
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,17,SPB,1,-1,-1,-1,-1
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,17,SPN,2,4,435,778,0
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,17,SPH,3,9,1115,1905,2154
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,17,SPA,4,11,1337,2400,2665
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,17,SPL,5,-1,-1,-1,-1
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,17,SPB,1,2,217,414,433
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,17,SPN,2,6,462,870,920
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,17,SPH,3,10,754,1360,1492
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,17,SPA,4,11,1152,2102,2296
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,17,SPL,5,-1,-1,-1,-1
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,17,SPB,1,-1,-1,-1,-1
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,17,SPN,2,6,563,1079,1121
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,17,SPH,3,9,928,1662,1846
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,17,SPA,4,11,1329,2465,2654
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,17,SPL,5,-1,-1,-1,-1
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,17,SPB,1,-1,-1,-1,-1
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,17,SPN,2,7,787,1276,1542
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,17,SPH,3,10,1340,2191,2627
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,17,SPA,4,12,1686,2757,3347
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,17,SPL,5,-1,-1,-1,-1
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,17,SPB,1,3,304,536,608
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,17,SPN,2,6,628,1153,1256
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,17,SPH,3,11,1121,2005,2238
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,17,SPA,4,12,1440,2364,2854
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,17,SPL,5,-1,-1,-1,-1
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,17,SPB,1,-1,-1,-1,-1
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,17,SPN,2,6,628,1149,1242
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,17,SPH,3,10,1417,2358,2796
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,17,SPA,4,12,1964,3284,3917
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,17,SPL,5,-1,-1,-1,-1
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,17,SPB,1,-1,-1,-1,-1
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,17,SPN,2,7,906,1695,1804
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,17,SPH,3,10,1210,2132,2394
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,17,SPA,4,12,2000,3267,3969
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,17,SPL,5,-1,-1,-1,-1
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,17,SPB,1,-1,-1,-1,-1
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,17,SPN,2,6,733,1336,1443
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,17,SPH,3,10,1036,1746,2035
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,17,SPA,4,11,1208,2107,2410
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,17,SPL,5,-1,-1,-1,-1
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,17,SPB,1,-1,-1,-1,-1
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,17,SPN,2,5,559,990,1114
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,17,SPH,3,9,1072,1906,2113
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,17,SPA,4,12,1765,3025,3524
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,17,SPL,5,-1,-1,-1,-1
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,17,SPB,1,-1,-1,-1,-1
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,17,SPN,2,5,520,926,1040
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,17,SPH,3,8,862,1544,1716
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,17,SPA,4,10,1170,2125,2339
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,17,SPL,5,11,1241,2057,2471
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,17,SPB,1,3,273,506,546
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,17,SPN,2,4,381,725,762
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,17,SPH,3,7,718,1317,1425
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,17,SPA,4,9,975,1816,1947
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,17,SPL,5,-1,-1,-1,-1
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,17,SPB,1,-1,-1,-1,-1
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,17,SPN,2,5,521,991,1030
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,17,SPH,3,9,867,1562,1716
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,17,SPA,4,10,942,1745,1883
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,17,SPL,5,-1,-1,-1,-1
SIRIUS,Last Burning,ELECTRO,Dirty Androids,17,SPB,1,-1,-1,-1,-1
SIRIUS,Last Burning,ELECTRO,Dirty Androids,17,SPN,2,5,443,850,883
SIRIUS,Last Burning,ELECTRO,Dirty Androids,17,SPH,3,7,840,1445,1641
SIRIUS,Last Burning,ELECTRO,Dirty Androids,17,SPA,4,10,1197,2199,2391
SIRIUS,Last Burning,ELECTRO,Dirty Androids,17,SPL,5,-1,-1,-1,-1
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,17,SPB,1,-1,-1,-1,-1
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,17,SPN,2,5,415,709,821
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,17,SPH,3,7,582,1082,1158
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,17,SPA,4,10,988,1860,1974
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,17,SPL,5,-1,-1,-1,-1
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,17,SPB,1,-1,-1,-1,-1
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,17,SPN,2,6,488,877,962
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,17,SPH,3,9,807,1438,1591
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,17,SPA,4,11,1128,2075,2254
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,17,SPL,5,-1,-1,-1,-1
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,17,SPB,1,-1,-1,-1,-1
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,17,SPN,2,7,754,1369,1498
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,17,SPH,3,10,1035,1945,2067
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,17,SPA,4,12,1509,2832,3018
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,17,SPL,5,-1,-1,-1,-1
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,17,SPB,1,-1,-1,-1,-1
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,17,SPN,2,6,641,202,1260
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,17,SPH,3,10,1045,1862,2066
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,17,SPA,4,11,1357,2484,2708
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,17,SPL,5,-1,-1,-1,-1
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,17,SPB,1,-1,-1,-1,-1
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,17,SPN,2,4,360,696,720
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,17,SPH,3,7,703,1307,1403
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,17,SPA,4,10,1112,2078,2223
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,17,SPL,5,-1,-1,-1,-1
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,17,SPB,1,-1,-1,-1,-1
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,17,SPN,2,6,563,1042,1118
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,17,SPH,3,9,960,1662,1903
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,17,SPA,4,11,1309,2354,2616
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,17,SPL,5,-1,-1,-1,-1
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,17,SPB,1,-1,-1,-1,-1
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,17,SPN,2,4,490,822,974
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,17,SPH,3,9,926,1647,1836
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,17,SPA,4,12,1646,2665,3253
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,17,SPL,5,-1,-1,-1,-1
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,17,SPB,1,-1,-1,-1,-1
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,17,SPN,2,5,614,1181,1220
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,17,SPH,3,10,1184,1986,2308
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,17,SPA,4,11,1389,2465,2766
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,17,SPL,5,-1,-1,-1,-1
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,17,SPB,1,-1,-1,-1,-1
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,17,SPN,2,6,517,921,1034
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,17,SPH,3,10,1062,1844,2111
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,17,SPA,4,12,1643,2660,3257
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,17,SPL,5,-1,-1,-1,-1
SIRIUS,Roots of my way!,ACTRESS,ナイア,17,SPB,1,-1,-1,-1,-1
SIRIUS,Roots of my way!,ACTRESS,ナイア,17,SPN,2,4,447,851,891
SIRIUS,Roots of my way!,ACTRESS,ナイア,17,SPH,3,7,683,1278,1366
SIRIUS,Roots of my way!,ACTRESS,ナイア,17,SPA,4,9,1025,1948,2048
SIRIUS,Roots of my way!,ACTRESS,ナイア,17,SPL,5,-1,-1,-1,-1
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,17,SPB,1,-1,-1,-1,-1
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,17,SPN,2,6,472,870,929
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,17,SPH,3,9,841,1424,1639
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,17,SPA,4,11,1240,2191,2473
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,17,SPL,5,-1,-1,-1,-1
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,17,SPB,1,3,217,398,434
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,17,SPN,2,5,358,651,712
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,17,SPH,3,9,801,1324,1555
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,17,SPA,4,10,1002,1783,1996
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,17,SPL,5,-1,-1,-1,-1
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,17,SPB,1,-1,-1,-1,-1
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,17,SPN,2,5,539,943,1072
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,17,SPH,3,10,1188,2011,2332
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,17,SPA,4,12,1819,3125,3622
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,17,SPL,5,12,1868,3113,3718
SIRIUS,Sorrows,EMO,Asako Yoshihiro,17,SPB,1,-1,-1,-1,-1
SIRIUS,Sorrows,EMO,Asako Yoshihiro,17,SPN,2,5,410,730,815
SIRIUS,Sorrows,EMO,Asako Yoshihiro,17,SPH,3,8,848,1577,1692
SIRIUS,Sorrows,EMO,Asako Yoshihiro,17,SPA,4,10,1241,2366,2482
SIRIUS,Sorrows,EMO,Asako Yoshihiro,17,SPL,5,-1,-1,-1,-1
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,17,SPB,1,-1,-1,-1,-1
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,17,SPN,2,5,435,803,864
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,17,SPH,3,7,618,1060,1226
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,17,SPA,4,9,895,1651,1789
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,17,SPL,5,-1,-1,-1,-1
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,17,SPB,1,-1,-1,-1,-1
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,17,SPN,2,6,721,1356,1418
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,17,SPH,3,8,995,1832,1975
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,17,SPA,4,11,1327,2420,2648
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,17,SPL,5,-1,-1,-1,-1
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,17,SPB,1,-1,-1,-1,-1
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,17,SPN,2,4,428,812,853
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,17,SPH,3,8,925,1700,1833
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,17,SPA,4,10,1232,2267,2460
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,17,SPL,5,-1,-1,-1,-1
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,17,SPB,1,-1,-1,-1,-1
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,17,SPN,2,3,265,442,530
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,17,SPH,3,6,600,1081,1194
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,17,SPA,4,8,852,1616,1704
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,17,SPL,5,-1,-1,-1,-1
SIRIUS,コスモス,J-POP,TSU-NA,17,SPB,1,-1,-1,-1,-1
SIRIUS,コスモス,J-POP,TSU-NA,17,SPN,2,5,458,898,916
SIRIUS,コスモス,J-POP,TSU-NA,17,SPH,3,8,762,1449,1520
SIRIUS,コスモス,J-POP,TSU-NA,17,SPA,4,9,1049,2008,2098
SIRIUS,コスモス,J-POP,TSU-NA,17,SPL,5,-1,-1,-1,-1
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,17,SPB,1,2,190,339,380
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,17,SPN,2,4,476,760,933
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,17,SPH,3,6,709,1273,1394
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,17,SPA,4,8,855,1571,1701
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,17,SPL,5,-1,-1,-1,-1
SIRIUS,たからもの,POPS,セリカ＆エリカ,17,SPB,1,-1,-1,-1,-1
SIRIUS,たからもの,POPS,セリカ＆エリカ,17,SPN,2,6,646,1201,1290
SIRIUS,たからもの,POPS,セリカ＆エリカ,17,SPH,3,8,943,1696,1885
SIRIUS,たからもの,POPS,セリカ＆エリカ,17,SPA,4,9,1123,2151,2245
SIRIUS,たからもの,POPS,セリカ＆エリカ,17,SPL,5,-1,-1,-1,-1
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,17,SPB,1,-1,-1,-1,-1
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,17,SPN,2,4,422,725,843
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,17,SPH,3,7,705,1283,1401
