バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
Resort Anthem,Golden Palms†,NU DISCO,Dirty Androids,0,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
Resort Anthem,Kailua,ENERGETIC HAWAIIAN TRANCE,kors k,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2147,1033,81,7,FULLCOMBO CLEAR,AAA,2019-06-11 20:33
Resort Anthem,Let The Track Flow,UK HARDCORE,Brisk & Ham,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,Mermaid girl,BUBBLEGUM DANCE,Cream puff,3,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,NO PLAY,---,10,2181,1068,45,0,FULLCOMBO CLEAR,AAA,2019-05-28 16:30
Resort Anthem,Never Fade Away,IIDX HANDZ UP!!,Sota Fujimori feat. dj MAX STEROID,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,New Castle Legions,DYSTOPIA,Dirty Androids,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2629,1244,141,4,EX HARD CLEAR,AAA,2019-03-24 22:05
Resort Anthem,PARADISE LOST,TRANCE CORE,Ryu☆ Vs. L.E.D.-G,1,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,12,3098,1437,224,18,EX HARD CLEAR,AAA,2019-03-13 23:09
Resort Anthem,passionate fate,HANDZ UP,Ryu☆,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
Resort Anthem,perditus†paradisus,ANTHEM CORE,iconoclasm,12,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,12,3724,1723,278,10,EX HARD CLEAR,AAA,2019-08-12 22:58
Resort Anthem,Programmed Life,PSY TRANCE(FULL ON),kors k,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2018-11-08 23:21
Resort Anthem,reunion,CYBER WALTZ,Tatsh,5,8,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,12,3099,1466,167,20,EX HARD CLEAR,AAA,2019-06-24 22:52
Resort Anthem,Rock Da House,UK HARDCORE,M-Project fw. GUHROOVY,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2194,1068,58,1,FULLCOMBO CLEAR,AAA,2019-07-22 19:24
Resort Anthem,SABER WING,SHOOTING WALTZ,TAG,3,5,522,248,26,0,FULLCOMBO CLEAR,AAA,9,0,0,0,---,NO PLAY,---,11,2740,1323,94,17,EX HARD CLEAR,AAA,2019-08-23 21:15
Resort Anthem,Sakura Reflection,HAPPY HARDCORE,Ryu☆,0,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,sakura storm,HAPPY HARDCORE,Ryu☆,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,2377,1153,71,0,FULLCOMBO CLEAR,AAA,2019-09-07 22:54
Resort Anthem,Session 9 -Chronicles-,ROCKIN' DRUM'N'BASS,PRASTIK DANCEFLOOR,1,5,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3449,1615,219,4,FULLCOMBO CLEAR,AAA,2019-05-01 14:39
Resort Anthem,Space Time,ENERGETIC TRANCE,NISH,0,4,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,BUCHIAGE TRANCE,Lucky Vacuum,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,2912,1407,98,0,FULLCOMBO CLEAR,AAA,2019-07-25 20:03
Resort Anthem,Stay my side,R&B,DJ Yoshitaka feat.RINA,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,2018-11-08 23:21
Resort Anthem,STELLAR WIND,HARD DANCE,L.E.D.,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,THE BLACK KNIGHT,GOA TRANCE,L.E.D.,0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,THE DOOR INTO RAINBOW,TRANCE,L.E.D.,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,THE FALLEN,GOTH NU-STYLE GABBA,L.E.D.-G,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,Tropical April,VACATION DANCE,Risk Junk,1,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2681,1291,99,2,FULLCOMBO CLEAR,AAA,2019-03-30 22:53
Resort Anthem,Vermillion,PSYCHE FUSION,Mystic Moon,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,Watch Out Pt.2,TECH-BREAKBEATS,DJ Mass MAD Izm* VS.DJ Yoshitaka,5,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2716,1233,250,7,EX HARD CLEAR,AAA,2019-09-22 20:02
Resort Anthem,WE LOVE SHONAN,SURF&DUB,Studio Bongo Mango feat. Likkle Mai,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
Resort Anthem,WISE UP!,RESORT HOUSE,木之下慶行 feat.星野奏子,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
Resort Anthem,Wuv U,CANDY RAVE,kors k,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,XANADU OF TWO,DANCE POP,T.Kakuta With Starving Trancer + 森永真由美,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,ZETA～素数の世界と超越者～,IDM,Zektbach,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,おおきなこえで,WORLD/POPS,猫叉Master feat.Sana,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,おおきなこえで†,WORLD/POPS,猫叉Master feat.Sana,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,10,2120,1027,66,1,EX HARD CLEAR,AAA,2019-04-12 22:27
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,NATSU MATSURI,CULTVOICE by S.S.D.PRODUCTS,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,中華急行,HAPPY HARDCORE,Ryu☆,1,2,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,NO PLAY,---,10,2280,1115,50,0,FULLCOMBO CLEAR,AAA,2019-07-25 19:50
Resort Anthem,夕焼け ～Fading Day～,AURAL ADRENALINE,JAKAZiD,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,旅人リラン,ELECLORE,XOGO BRYKK,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Resort Anthem,灼熱Beach Side Bunny,BROKEN SAMBA BREAK,DJ Mass MAD Izm*,15,7,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,2895,1271,353,17,EX HARD CLEAR,AA,2019-08-06 19:07
Resort Anthem,黒髪乱れし修羅となりて,撫子メタル,村正クオリア,2,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,3342,1604,134,2,FULLCOMBO CLEAR,AAA,2019-09-06 22:43
Lincle,24th Century BOY,EURO RAVE,Tatsh,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,532nm,HARDCORE,Ryu☆,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Almace,TECHNO,Qrispy Joybox,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
Lincle,ANAGRAMS I to Y,DANCE POP,Mayumi Morinaga,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,BLACK.by X-Cross Fade,TECH-BREAKBEATS,DJ Mass MAD Izm*,7,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3207,1493,221,12,EX HARD CLEAR,AAA,2019-06-10 20:29
Lincle,CALL,WORLD/ELECTRONICA,猫叉Master,0,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Castle on the Moon,DANCE SPEED,青龍,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Change the World,SPEED POP,Tatsh feat.小田ユウ,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,DIAVOLO,TRANSCENDENTAL ETUDES,度胸兄弟,24,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3071,1411,249,10,EX HARD CLEAR,AA,2019-09-22 20:59
Lincle,Drive Me Crazy,AKIBA RAVE,kors k feat.古川未鈴,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Express Emotion,J-CORE,REDALiCE feat. Shihori,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,F,RENAISSANCE,D.J.Amuro,3,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3458,1650,158,0,FULLCOMBO CLEAR,AAA,2019-05-09 17:37
Lincle,Far east nightbird,DRUM'N'BASS,猫叉Master,0,3,0,0,0,---,FULLCOMBO CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,fffff,HARD Pf,Five Hammer,2,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3042,1449,144,7,FULLCOMBO CLEAR,AAA,2019-08-18 19:38
Lincle,Flip Flap,CANDY HANDZ UP,kors k,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Follow Tomorrow,J-DANCE POP,HHH×MM×ST,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,HAERETICUS,ECCENTRIC,D.J.Amuro Vs MAX MAXIMIZER,5,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,2919,1361,197,2,EX HARD CLEAR,AAA,2019-04-23 16:57
Lincle,I'm so Happy,HAPPY HARDCORE,Ryu☆,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,In the Blackest Den,PROGRESSIVE ROCK,Bulluvegola,4,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,11,2541,1184,173,2,FULLCOMBO CLEAR,AAA,2019-09-06 23:06
Lincle,Infinite cave,DRUM'N'BASS,猫叉Master+,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,LAX5 feat.Ryota Yoshinari,LOUD TECH,Katana Sounds,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
Lincle,Liquid Crystal Girl feat. echo,ELECTRO,kmp,0,2,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2018-11-08 23:21
Lincle,LOVE B.B.B,DRUM'N'BASS,SWAN K feat. Asuka M,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Lucky Days,DREAM TRANCE,Sota Fujimori feat. Kanako Hoshino,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
Lincle,Mermaid girl-秋葉工房 MIX-,EURO BEAT,Remixed by DJ Command,4,4,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,2036,1007,22,0,FULLCOMBO CLEAR,AAA,2019-05-23 16:33
Lincle,NNRT,ELECTRO GOTHIC,Levaslater,4,6,36,17,2,---,FAILED,F,10,0,0,0,---,HARD CLEAR,---,12,3426,1655,116,4,FULLCOMBO CLEAR,AAA,2019-07-04 20:02
Lincle,Phoenix,HARD NRG,Hommarju,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,prompt,NU PROGRESSIVE,wｘs ft.*spiLa*,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,11,2723,1311,101,6,FULLCOMBO CLEAR,AAA,2019-05-23 16:46
Lincle,QUANTUM TELEPORTATION,TECHNO,L.E.D.,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,QUANTUM TELEPORTATION†,TECHNO,L.E.D.,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3458,1645,168,23,EX HARD CLEAR,AAA,2019-05-31 17:47
Lincle,quaver♪,HAPPY,Risk Junk,1,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3340,1606,128,5,FULLCOMBO CLEAR,AAA,2019-09-19 23:02
Lincle,Quick Silver,RAVE FUSION,Mystic Moon,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Release The Music,TECH DANCE,kors k,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Round and Round,HYPER ELECTRO,Masayoshi Minoshima feat. 綾倉盟,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,SA.YO.NA.RA. SUPER STAR,ONLY ONE FINALE,SUPER STAR 満-MITSURU-,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Scharfrichter,HARD ROCK,Ashemu,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Several Words,VALIANT BEAT,CAPACITY GATE,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,SHADE,TECHNO,DJ MURASAME vs dj Killer,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Snake Stick,TECH-BREAKBEATS,DJ Yoshitaka VS. DJ Mass MAD Izm*,14,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2573,1166,241,4,EX HARD CLEAR,AAA,2019-07-05 21:35
Lincle,Snow Goose,ELECTRIC POMP,Mutsuhiko Izumi,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Lincle,Star Trail,TRANCE,Nhato,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
Lincle,The Limbo,CYBER PUNK,STN,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,12,3243,1563,117,7,EX HARD CLEAR,AAA,2019-06-28 14:46
Lincle,The Sampling Paradise,HARD TRANCE,Mamonis,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,2917,1381,155,4,EX HARD CLEAR,AAA,2019-08-17 21:57
Lincle,Thunderbolt,RAVERS DANCE SPEED,雷龍,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3674,1770,134,1,FULLCOMBO CLEAR,AAA,2019-06-07 19:55
